T,rho_mean,rho_std
1.000000,0.956000,0.000000
1.100000,0.992000,0.000000
1.200000,0.934000,0.000000
1.300000,0.940000,0.000000
1.400000,0.941000,0.000000
1.500000,0.971000,0.000000
1.600000,0.982000,0.000000
1.700000,0.981000,0.000000
1.800000,0.742000,0.000000
1.900000,0.806000,0.000000
2.000000,0.000000,0.000000
